playerID,Name,NumYears,debut,final,G,AB,R,H,Doubles,Triples,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,PA,TB,Avg,OBP,Slg,OPS,SBA,SB_Pct,P,C,1B,2B,3B,SS,OF,LF,CF,RF,PrimPos,ROY,MVP,TC,GG_C,GG_1B,GG_2B,GG_3B,GG_SS,GG_LF,GG_CF,GG_RF,GG_OF,GG_All_OF,GG_Total,WAR,indYear,votedBy,inducted
walkeha01,Harry Walker,11,1940,1955,807.0,2651.0,385.0,786.0,126.0,37.0,10.0,214.0,42.0,34.0,245.0,175.0,26.0,7.0,78.0,21.0,32.0,3002.0,1016.0,0.2964918898528857,0.35499316005471954,0.3832516031686156,0.7382447632233351,76.0,0.5526315789473685,0,0,20,3,1,0,691,116,522,53,OF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.28,0.0,0,0.0
walkela01,Larry Walker,17,1989,2005,1988.0,6907.0,1355.0,2160.0,471.0,62.0,383.0,1311.0,230.0,76.0,913.0,1231.0,117.0,138.0,7.0,65.0,153.0,8030.0,3904.0,0.3127262197770378,0.40022435497943415,0.565223686115535,0.9654480410949691,306.0,0.7516339869281046,0,0,81,1,1,0,1804,33,69,1718,OF,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,72.74000000000001,2020.0,BBWAA,1.0
walkeru01,Rube Walker,11,1948,1958,608.0,1585.0,114.0,360.0,69.0,3.0,35.0,192.0,3.0,6.0,150.0,213.0,29.0,5.0,7.0,24.0,51.0,1771.0,540.0,0.22712933753943218,0.2919501133786848,0.34069400630914826,0.6326441196878331,9.0,0.3333333333333333,0,466,0,0,0,0,0,0,0,0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.29,0.0,0,0.0
walketi01,Tillie Walker,13,1911,1923,1421.0,5067.0,696.0,1423.0,244.0,71.0,118.0,679.0,129.0,94.0,416.0,538.0,55.0,31.0,154.0,42.0,93.0,5710.0,2163.0,0.2808367870534833,0.3365730741540677,0.4268798105387803,0.763452884692848,223.0,0.57847533632287,0,0,0,1,0,0,1348,725,577,43,OF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.52,0.0,0,0.0
walketo04,Todd Walker,12,1996,2007,1288.0,4554.0,647.0,1316.0,284.0,30.0,107.0,545.0,66.0,37.0,421.0,571.0,34.0,16.0,18.0,46.0,102.0,5055.0,1981.0,0.2889767237593325,0.34802461782807226,0.4350021958717611,0.7830268136998333,103.0,0.6407766990291263,0,0,59,1007,83,1,2,2,0,0,2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.520000000000001,0.0,0,0.0
wallabo01,Bobby Wallace,25,1894,1918,2383.0,8618.0,1057.0,2309.0,391.0,143.0,34.0,1121.0,201.0,117.0,774.0,582.0,87.0,47.0,173.0,105.0,215.0,9717.0,3088.0,0.2679275934091436,0.3279547359597653,0.3583197957762822,0.6862745317360475,318.0,0.6320754716981132,57,0,1,33,426,1826,25,4,6,16,SS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.72000000000001,1953.0,Veterans,1.0
wallati01,Tim Wallach,17,1980,1996,2212.0,8099.0,908.0,2085.0,432.0,36.0,260.0,1125.0,51.0,66.0,649.0,1307.0,89.0,77.0,6.0,77.0,192.0,8908.0,3369.0,0.25743919002345966,0.31577173668838465,0.4159772811458205,0.7317490178342052,117.0,0.4358974358974359,2,0,94,1,2054,1,40,5,0,37,3B,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,38.52,0.0,0,0.0
wallide01,Denny Walling,18,1975,1992,1271.0,2945.0,372.0,799.0,142.0,30.0,49.0,380.0,44.0,18.0,308.0,316.0,29.0,4.0,6.0,24.0,58.0,3287.0,1148.0,0.2713073005093379,0.33861627552575435,0.3898132427843803,0.7284295183101346,62.0,0.7096774193548387,0,0,273,0,387,0,290,133,24,138,3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.03,0.0,0,0.0
wallsle01,Lee Walls,10,1952,1964,902.0,2558.0,331.0,670.0,88.0,31.0,66.0,284.0,21.0,18.0,245.0,470.0,9.0,16.0,34.0,15.0,61.0,2868.0,1018.0,0.2619233776387803,0.3285109386026817,0.39796716184519154,0.7264781004478733,39.0,0.5384615384615384,0,1,53,0,68,0,599,203,60,355,OF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.020000000000001,0.0,0,0.0
waltero01,Roxy Walters,11,1915,1925,498.0,1426.0,119.0,317.0,41.0,6.0,0.0,116.0,13.0,13.0,97.0,151.0,20.0,20.0,58.0,15.0,44.0,1616.0,370.0,0.22230014025245443,0.2785622593068036,0.2594670406732118,0.5380292999800154,26.0,0.5,0,462,2,8,0,0,9,0,0,9,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32000000000000073,0.0,0,0.0
